year,age,men,women,sum
1989,0,370680,354974,725654
1989,1,379109,362729,741838
1989,2,397772,381864,779636
1989,3,387079,374154,761233
1989,4,399224,383125,782349
1989,5,403120,390385,793505
1989,6,374190,361074,735264
1989,7,361379,349656,711035
1989,8,374245,360196,734441
1989,9,366513,353263,719776
1989,10,365252,353444,718696
1989,11,358882,348483,707365
1989,12,374373,363147,737520
1989,13,369002,359436,728438
1989,14,367348,357371,724719
1989,15,372240,354567,726807
1989,16,386514,368871,755385
1989,17,377658,355397,733055
1989,18,350223,343807,694030
1989,19,321252,318730,639982
1989,20,328366,327607,655973
1989,21,331818,325406,657224
1989,22,340749,335322,676071
1989,23,332679,329902,662581
1989,24,350974,349593,700567
1989,25,373758,375162,748920
1989,26,386940,390165,777105
1989,27,395429,397253,792682
1989,28,412097,417496,829593
1989,29,401412,407403,808815
1989,30,403062,410270,813332
1989,31,391578,398415,789993
1989,32,383800,394610,778410
1989,33,367004,378197,745201
1989,34,378785,393285,772070
1989,35,353831,368733,722564
1989,36,367021,383364,750385
1989,37,364720,378440,743160
1989,38,362303,381820,744123
1989,39,378533,403483,782016
1989,40,331739,353979,685718
1989,41,287001,308456,595457
1989,42,284709,309668,594377
1989,43,181163,202009,383172
1989,44,210991,237363,448354
1989,45,198678,222868,421546
1989,46,246684,281601,528285
1989,47,337941,381218,719159
1989,48,342251,390299,732550
1989,49,378488,440594,819082
1989,50,405192,475089,880281
1989,51,428888,490721,919609
1989,52,352047,405164,757211
1989,53,302219,341309,643528
1989,54,237263,266450,503713
1989,55,201486,236385,437871
1989,56,248080,307450,555530
1989,57,259637,316730,576367
1989,58,312694,398160,710854
1989,59,294377,380545,674922
1989,60,309841,415195,725036
1989,61,289783,392852,682635
1989,62,252197,396793,648990
1989,63,222412,379047,601459
1989,64,200714,374278,574992
1989,65,176425,337763,514188
1989,66,144950,307433,452383
1989,67,131395,265449,396844
1989,68,108535,226483,335018
1989,69,102297,219660,321957
1989,70,104614,231430,336044
1989,71,64816,145290,210106
1989,72,68603,163322,231925
1989,73,81736,193466,275202
1989,74,100189,260239,360428
1989,75,91415,222941,314356
1989,76,93374,252503,345877
1989,77,76578,190244,266822
1989,78,73652,208216,281868
1989,79,59937,156056,215993
1990,0,352522,335605,688127
1990,1,380267,362021,742288
1990,2,379354,362989,742343
1990,3,398030,382896,780926
1990,4,386286,374139,760425
1990,5,397974,382253,780227
1990,6,404597,391306,795903
1990,7,374984,361085,736069
1990,8,362209,350422,712631
1990,9,374491,360813,735304
1990,10,366802,353209,720011
1990,11,364897,353218,718115
1990,12,358238,348047,706285
1990,13,374567,363691,738258
1990,14,368090,359195,727285
1990,15,370365,359739,730104
1990,16,373279,356708,729987
1990,17,388531,372229,760760
1990,18,370674,353298,723972
1990,19,346604,342551,689155
1990,20,324792,319683,644475
1990,21,327289,328804,656093
1990,22,335241,326939,662180
1990,23,339661,335874,675535
1990,24,331750,331207,662957
1990,25,351303,351115,702418
1990,26,373741,377202,750943
1990,27,386329,391416,777745
1990,28,394856,399436,794292
1990,29,411831,415661,827492
1990,30,402297,411428,813725
1990,31,396902,405249,802151
1990,32,390979,399770,790749
1990,33,381487,394305,775792
1990,34,364733,377968,742701
1990,35,376286,391994,768280
1990,36,349901,366551,716452
1990,37,368623,386077,754700
1990,38,363619,379263,742882
1990,39,361510,382355,743865
1990,40,380440,406468,786908
1990,41,320468,344694,665162
1990,42,287632,311224,598856
1990,43,274546,302055,576601
1990,44,179601,201856,381457
1990,45,214931,241642,456573
1990,46,194441,219606,414047
1990,47,254314,289885,544199
1990,48,329383,375044,704427
1990,49,342436,392971,735407
1990,50,375421,441018,816439
1990,51,400020,472350,872370
1990,52,424131,488750,912881
1990,53,344653,400038,744691
1990,54,297453,338658,636111
1990,55,227760,259023,486783
1990,56,197711,234948,432659
1990,57,246548,308934,555482
1990,58,261294,322269,583563
1990,59,296344,381177,677521
1990,60,292886,383248,676134
1990,61,301355,410137,711492
1990,62,281255,386798,668053
1990,63,243509,390404,633913
1990,64,214022,372572,586594
1990,65,194055,369345,563400
1990,66,166625,326580,493205
1990,67,138869,301648,440517
1990,68,125330,258182,383512
1990,69,103161,219641,322802
1990,70,100962,227952,328914
1990,71,89877,192789,282666
1990,72,64494,153160,217654
1990,73,64610,157870,222480
1990,74,76812,186416,263228
1990,75,93266,249580,342846
1990,76,84161,209710,293871
1990,77,85727,238935,324662
1990,78,69153,187615,256768
1990,79,67044,170551,237595
1991,0,333778,317211,650989
1991,1,352870,336108,688978
1991,2,380815,362501,743316
1991,3,380973,364403,745376
1991,4,399856,384603,784459
1991,5,388243,375319,763562
1991,6,399552,383697,783249
1991,7,406417,392458,798875
1991,8,376274,361647,737921
1991,9,363290,351469,714759
1991,10,375371,361698,737069
1991,11,366655,353101,719756
1991,12,364744,353271,718015
1991,13,357746,347474,705220
1991,14,374246,363743,737989
1991,15,370713,361873,732586
1991,16,370474,360509,730983
1991,17,373295,359332,732627
1991,18,380980,370949,751929
1991,19,365630,353121,718751
1991,20,347904,344178,692082
1991,21,327608,320938,648546
1991,22,328031,329505,657536
1991,23,334884,327443,662327
1991,24,338821,336697,675518
1991,25,331477,332455,663932
1991,26,350885,351914,702799
1991,27,372955,377976,750931
1991,28,385121,391793,776914
1991,29,394029,400022,794051
1991,30,411047,416588,827635
1991,31,400217,411682,811899
1991,32,395306,405736,801042
1991,33,388920,399299,788219
1991,34,380121,394509,774630
1991,35,362767,377784,740551
1991,36,374288,391859,766147
1991,37,347532,366061,713593
1991,38,366680,385506,752186
1991,39,361933,379271,741204
1991,40,359788,382165,741953
1991,41,378105,405966,784071
1991,42,318195,344012,662207
1991,43,285548,310646,596194
1991,44,272612,301801,574413
1991,45,178667,201725,380392
1991,46,213481,241270,454751
1991,47,192795,219183,411978
1991,48,251903,289080,540983
1991,49,326270,374326,700596
1991,50,338858,392104,730962
1991,51,370975,439450,810425
1991,52,394807,470134,864941
1991,53,418136,486483,904619
1991,54,339568,397967,737535
1991,55,292512,336935,629447
1991,56,223704,257476,481180
1991,57,193666,232738,426404
1991,58,241037,305978,547015
1991,59,255486,318779,574265
1991,60,289975,378497,668472
1991,61,284799,378214,663013
1991,62,292726,404468,697194
1991,63,272791,381250,654041
1991,64,235181,384081,619262
1991,65,206176,366123,572299
1991,66,186403,361951,548354
1991,67,159570,319453,479023
1991,68,132673,294555,427228
1991,69,119385,251871,371256
1991,70,97838,213251,311089
1991,71,95210,219843,315053
1991,72,84645,187088,271733
1991,73,60080,146227,206307
1991,74,60053,150659,210712
1991,75,71019,177005,248024
1991,76,85579,236197,321776
1991,77,76807,197261,274068
1991,78,77666,223593,301259
1991,79,62137,173689,235826
1992,0,323446,306206,629652
1992,1,334189,317853,652042
1992,2,353785,336926,690711
1992,3,381403,363292,744695
1992,4,382792,365966,748758
1992,5,401783,386492,788275
1992,6,390194,376972,767166
1992,7,401494,385380,786874
1992,8,408323,393959,802282
1992,9,377838,362668,740506
1992,10,364622,352761,717383
1992,11,376444,362966,739410
1992,12,366726,353449,720175
1992,13,364807,353629,718436
1992,14,357491,347551,705042
1992,15,374181,365206,739387
1992,16,369112,361197,730309
1992,17,367363,359998,727361
1992,18,368554,357441,725995
1992,19,377177,370050,747227
1992,20,366423,353665,720088
1992,21,349032,345047,694079
1992,22,327609,321929,649538
1992,23,328258,330376,658634
1992,24,334025,328389,662414
1992,25,339005,337935,676940
1992,26,332130,334073,666203
1992,27,351417,353376,704793
1992,28,373653,379356,753009
1992,29,385500,393096,778596
1992,30,394986,402092,797078
1992,31,411657,418652,830309
1992,32,400183,412778,812961
1992,33,395446,407149,802595
1992,34,388456,400239,788695
1992,35,380023,395893,775916
1992,36,362359,378668,741027
1992,37,373866,392693,766559
1992,38,346571,366357,712928
1992,39,365599,385950,751549
1992,40,361097,380153,741250
1992,41,358791,382769,741560
1992,42,376598,406294,782892
1992,43,316296,343736,660032
1992,44,283821,310586,594407
1992,45,270898,301790,572688
1992,46,177521,201717,379238
1992,47,211414,240828,452242
1992,48,190735,218674,409409
1992,49,249195,288270,537465
1992,50,322887,374041,696928
1992,51,335262,391603,726865
1992,52,366494,438301,804795
1992,53,389437,468282,857719
1992,54,411817,484357,896174
1992,55,333977,396204,730181
1992,56,287236,335125,622361
1992,57,219356,255931,475287
1992,58,189212,230564,419776
1992,59,235274,303124,538398
1992,60,249199,315467,564666
1992,61,283333,375918,659251
1992,62,276023,373128,649151
1992,63,283544,398838,682382
1992,64,263811,375550,639361
1992,65,226511,377590,604101
1992,66,197956,359213,557169
1992,67,178090,353847,531937
1992,68,151766,311860,463626
1992,69,126084,286628,412712
1992,70,112974,244720,357694
1992,71,92072,206069,298141
1992,72,89214,211005,300219
1992,73,79054,180936,259990
1992,74,55534,138758,194292
1992,75,55279,143086,198365
1992,76,64846,167408,232254
1992,77,77748,222325,300073
1992,78,69284,184061,253345
1992,79,69543,207501,277044
1993,0,304090,289309,593399
1993,1,324756,307991,632747
1993,2,337063,320814,657877
1993,3,356329,339812,696141
1993,4,383551,365980,749531
1993,5,386321,369634,755955
1993,6,405467,390279,795746
1993,7,393759,380530,774289
1993,8,404708,389006,793714
1993,9,411584,397189,808773
1993,10,380618,365332,745950
1993,11,367179,355482,722661
1993,12,378614,365521,744135
1993,13,367904,355224,723128
1993,14,365882,355517,721399
1993,15,358845,350736,709581
1993,16,374833,367608,742441
1993,17,367295,366294,733589
1993,18,365774,362271,728045
1993,19,366005,356784,722789
1993,20,378656,369548,748204
1993,21,369513,354731,724244
1993,22,351533,344673,696206
1993,23,329051,322407,651458
1993,24,330246,331868,662114
1993,25,335118,330453,665571
1993,26,340457,340440,680897
1993,27,334105,336926,671031
1993,28,352901,356339,709240
1993,29,375046,382508,757554
1993,30,387204,396821,784025
1993,31,396771,405776,802547
1993,32,413373,422398,835771
1993,33,401164,415598,816762
1993,34,396591,410205,806796
1993,35,388837,402646,791483
1993,36,380642,398637,779279
1993,37,362400,380663,743063
1993,38,373992,394754,768746
1993,39,346088,367953,714041
1993,40,364696,387656,752352
1993,41,360671,382215,742886
1993,42,358210,384295,742505
1993,43,375227,407537,782764
1993,44,314898,344436,659334
1993,45,282510,311054,593564
1993,46,269846,302404,572250
1993,47,176357,202032,378389
1993,48,209575,240586,450161
1993,49,188784,218277,407061
1993,50,246537,287906,534443
1993,51,319573,374031,693604
1993,52,331475,391443,722918
1993,53,361419,437339,798758
1993,54,383329,466550,849879
1993,55,405061,482534,887595
1993,56,328283,394410,722693
1993,57,281700,333335,615035
1993,58,214753,254111,468864
1993,59,184723,228070,412793
1993,60,229156,299757,528913
1993,61,242428,311696,554124
1993,62,275883,372345,648228
1993,63,266672,367469,634141
1993,64,273448,392463,665911
1993,65,253711,368766,622477
1993,66,217365,370156,587521
1993,67,188832,351539,540371
1993,68,169545,344906,514451
1993,69,143809,303075,446884
1993,70,119165,277678,396843
1993,71,106334,236840,343174
1993,72,86341,198123,284464
1993,73,82953,201636,284589
1993,74,73529,173909,247438
1993,75,51188,131008,182196
1993,76,50586,134712,185298
1993,77,58893,156912,215805
1993,78,70005,206922,276927
1993,79,61787,170097,231884
1994,0,285432,271320,556752
1994,1,303171,288476,591647
1994,2,324720,308220,632940
1994,3,337636,321312,658948
1994,4,356740,340226,696966
1994,5,383504,365947,749451
1994,6,387518,370667,758185
1994,7,407022,391539,798561
1994,8,395274,381709,776983
1994,9,406042,390219,796261
1994,10,413040,398116,811156
1994,11,381542,365915,747457
1994,12,368044,356304,724348
1994,13,379275,366153,745428
1994,14,367537,355060,722597
1994,15,365995,356128,722123
1994,16,358077,350530,708607
1994,17,372915,365725,738640
1994,18,365643,364649,730292
1994,19,363223,359763,722986
1994,20,364647,354307,718954
1994,21,376790,366861,743651
1994,22,365740,352686,718426
1994,23,349496,343939,693435
1994,24,326750,322201,648951
1994,25,328226,331402,659628
1994,26,332717,330192,662909
1994,27,338847,340503,679350
1994,28,333120,337397,670517
1994,29,351654,356848,708502
1994,30,374038,382963,757001
1994,31,385887,397323,783210
1994,32,395856,406593,802449
1994,33,412473,423441,835914
1994,34,399429,415760,815189
1994,35,395269,410803,806072
1994,36,386591,402624,789215
1994,37,379013,399060,778073
1994,38,360446,380590,741036
1994,39,371649,394690,766339
1994,40,343347,367480,710827
1994,41,361623,387091,748714
1994,42,357961,382236,740197
1994,43,355318,384000,739318
1994,44,371822,406697,778519
1994,45,311344,343329,654673
1994,46,279184,310159,589343
1994,47,266421,301662,568083
1994,48,173973,201549,375522
1994,49,206497,239632,446129
1994,50,185685,217315,403000
1994,51,242379,286557,528936
1994,52,314173,372712,686885
1994,53,325828,389889,715717
1994,54,354404,435027,789431
1994,55,375446,463545,838991
1994,56,396494,479300,875794
1994,57,320752,391222,711974
1994,58,274551,330451,605002
1994,59,208923,251561,460484
1994,60,179135,225036,404171
1994,61,222058,295789,517847
1994,62,234379,307126,541505
1994,63,267080,368097,635177
1994,64,255929,360725,616654
1994,65,261679,384930,646609
1994,66,242007,361153,603160
1994,67,206723,361355,568078
1994,68,179104,342626,521730
1994,69,160018,334709,494727
1994,70,135180,293419,428599
1994,71,111461,267749,379210
1994,72,99135,227900,327035
1994,73,80116,189488,269604
1994,74,76297,191200,267497
1994,75,67256,165732,232988
1994,76,46401,122656,169057
1994,77,45627,125665,171292
1994,78,52558,145292,197850
1994,79,61874,190419,252293
1995,0,264999,250881,515880
1995,1,282728,269050,551778
1995,2,301325,286640,587965
1995,3,322937,306621,629558
1995,4,336324,320094,656418
1995,5,355133,338489,693622
1995,6,381270,363951,745221
1995,7,386555,369783,756338
1995,8,406583,390814,797397
1995,9,394892,381012,775904
1995,10,405590,389577,795167
1995,11,412724,397363,810087
1995,12,380977,364926,745903
1995,13,367630,355837,723467
1995,14,378468,365485,743953
1995,15,365790,353928,719718
1995,16,364008,354636,718644
1995,17,353787,347275,701062
1995,18,370531,363613,734144
1995,19,363353,361573,724926
1995,20,361515,356396,717911
1995,21,361085,350406,711491
1995,22,371466,361746,733212
1995,23,361073,349189,710262
1995,24,346558,341636,688194
1995,25,323306,320005,643311
1995,26,325299,329028,654327
1995,27,328780,327839,656619
1995,28,335324,338452,673776
1995,29,330000,335578,665578
1995,30,348135,354842,702977
1995,31,370585,381030,751615
1995,32,381967,395382,777349
1995,33,392688,405244,797932
1995,34,409141,422063,831204
1995,35,395438,413698,809136
1995,36,391605,409367,800972
1995,37,382141,400655,782796
1995,38,375108,397657,772765
1995,39,356211,378760,734971
1995,40,366985,392701,759686
1995,41,338793,365359,704152
1995,42,356515,384802,741317
1995,43,353204,380596,733800
1995,44,350558,382193,732751
1995,45,366059,404425,770484
1995,46,306386,341017,647403
1995,47,274290,307905,582195
1995,48,261590,299820,561410
1995,49,170755,200335,371090
1995,50,202355,237874,440229
1995,51,182015,215933,397948
1995,52,237245,284336,521581
1995,53,307444,370264,677708
1995,54,318699,387022,705721
1995,55,345932,431039,776971
1995,56,366257,458768,825025
1995,57,385897,474187,860084
1995,58,311679,386677,698356
1995,59,266392,326221,592613
1995,60,201835,248014,449849
1995,61,172572,221408,393980
1995,62,213872,290765,504637
1995,63,225427,301594,527021
1995,64,257201,362546,619747
1995,65,244176,352670,596846
1995,66,249257,375850,625107
1995,67,229704,352061,581765
1995,68,195001,351172,546173
1995,69,168800,332133,500933
1995,70,149839,322754,472593
1995,71,126176,282282,408458
1995,72,103450,256215,359665
1995,73,91806,217843,309649
1995,74,73765,179803,253568
1995,75,69499,179504,249003
1995,76,61195,156439,217634
1995,77,41808,113371,155179
1995,78,40625,115971,156596
